"","site_1000","site_1001","site_1002","site_1003","site_1021","site_1022","site_1023","site_1024","site_1025","site_1026","site_1027","site_1028","site_1029","site_1041","site_1042","site_1043","site_1044","site_1045","site_1046","site_1047","site_1048","site_1049","site_1060","site_1061","site_1062","site_1063","site_1064","site_1065","site_1066","site_1067","site_1068","site_1078","site_1079","site_1080","site_1081","site_1082","site_1083","site_1084","site_1085","site_1096","site_1097","site_1098","site_1099","site_1100","site_1101","site_1102","site_1103","site_1111","site_1112","site_1113","site_1114","site_1115","site_1116","site_1117","site_1118","site_1123","site_1124","site_1125","site_1126","site_881","site_882","site_883","site_884","site_885","site_886","site_909","site_910","site_911","site_912","site_913","site_914","site_915","site_938","site_939","site_940","site_941","site_942","site_943","site_944","site_945","site_966","site_967","site_968","site_969","site_970","site_971","site_972","site_973","site_974","site_995","site_996","site_997","site_998","site_999"
"site_1066",0.621359223300971,0.686274509803922,0.746478873239437,0.980582524271845,0.869387755102041,0.854166666666667,0.705627705627706,0.587628865979381,0.557894736842105,0.588235294117647,0.539393939393939,0.746268656716418,0.646341463414634,0.888888888888889,0.859259259259259,0.737556561085973,0.611940298507463,0.542553191489362,0.452054794520548,0.425837320574163,0.565656565656566,0.627118644067797,0.900552486187845,0.889400921658986,0.801104972375691,0.653846153846154,0.56,0.497630331753554,0,0.468085106382979,0.458715596330275,0.909090909090909,0.817258883248731,0.644670050761421,0.573170731707317,0.508021390374332,0.452513966480447,0.581395348837209,0.596491228070175,0.903846153846154,0.836538461538462,0.735449735449735,0.732484076433121,0.604651162790698,0.6,0.668122270742358,0.694656488549618,0.879032258064516,0.909090909090909,0.865284974093264,0.909090909090909,0.794871794871795,0.773279352226721,0.726937269372694,0.796610169491525,0.891625615763547,0.863636363636364,0.854251012145749,0.799227799227799,0.872340425531915,0.8,0.83625730994152,0.855072463768116,0.881578947368421,0.98,0.881081081081081,0.808695652173913,0.747663551401869,0.757225433526012,0.843971631205674,0.857142857142857,0.854014598540146,0.850877192982456,0.816425120772947,0.737142857142857,0.691428571428571,0.819354838709677,0.783132530120482,0.776470588235294,0.941747572815534,0.869346733668342,0.807017543859649,0.688,0.659192825112108,0.622857142857143,0.734939759036145,0.730061349693252,0.731707317073171,0.867647058823529,0.868995633187773,0.819004524886878,0.688172043010753,0.603686635944701,0.629268292682927
"site_1067",0.67,0.768707482993197,0.823529411764706,0.979381443298969,0.874476987447699,0.900709219858156,0.768888888888889,0.680851063829787,0.652173913043478,0.666666666666667,0.610062893081761,0.78125,0.658227848101266,0.90625,0.871212121212121,0.813953488372093,0.712820512820513,0.637362637362637,0.55868544600939,0.54679802955665,0.583333333333333,0.567251461988304,0.908571428571429,0.914691943127962,0.874285714285714,0.772277227722772,0.65979381443299,0.51219512195122,0.468085106382979,0,0.424528301886792,0.934579439252336,0.87434554973822,0.717277486910995,0.708860759493671,0.569060773480663,0.526011560693642,0.578313253012048,0.522522522522523,0.930693069306931,0.831683168316832,0.80327868852459,0.774834437086093,0.626506024096386,0.627450980392157,0.659192825112108,0.6875,0.909090909090909,0.934579439252336,0.903743315508021,0.905882352941176,0.763157894736842,0.79253112033195,0.728301886792453,0.730434782608696,0.918781725888325,0.88785046728972,0.883817427385892,0.826086956521739,0.901098901098901,0.841121495327103,0.866666666666667,0.893939393939394,0.917808219178082,1,0.899441340782123,0.857142857142857,0.826923076923077,0.832335329341317,0.911111111111111,0.891891891891892,0.908396946564885,0.864864864864865,0.850746268656716,0.834319526627219,0.822485207100592,0.865771812080537,0.8375,0.804878048780488,0.958762886597938,0.875647668393782,0.873873873873874,0.786885245901639,0.76036866359447,0.751479289940828,0.8,0.796178343949045,0.810126582278481,0.938461538461538,0.874439461883408,0.832558139534884,0.755555555555556,0.706161137440758,0.688442211055276
"site_1068",0.652173913043478,0.717514124293785,0.698795180722892,0.952755905511811,0.866171003717472,0.846153846153846,0.701960784313725,0.642201834862385,0.654205607476635,0.657894736842105,0.597883597883598,0.721518987341772,0.617021276595745,0.891891891891892,0.829931972789116,0.787755102040816,0.68,0.584905660377358,0.473251028806584,0.510729613733906,0.522522522522523,0.54228855721393,0.892682926829268,0.892116182572614,0.853658536585366,0.71551724137931,0.651785714285714,0.514893617021277,0.458715596330275,0.424528301886792,0,0.909836065573771,0.873303167420814,0.665158371040724,0.691489361702128,0.554502369668246,0.438423645320197,0.479591836734694,0.492063492063492,0.913793103448276,0.801724137931034,0.765258215962441,0.756906077348066,0.622448979591837,0.52991452991453,0.58102766798419,0.636363636363636,0.875,0.918032786885246,0.852534562211982,0.85,0.782945736434108,0.749077490774908,0.667796610169492,0.730769230769231,0.885462555066079,0.868852459016393,0.859778597785978,0.816254416961131,0.830188679245283,0.819672131147541,0.846153846153846,0.864197530864197,0.886363636363636,1,0.856459330143541,0.78740157480315,0.781512605042017,0.766497461928934,0.878787878787879,0.853932584269663,0.875776397515528,0.817460317460317,0.80952380952381,0.78894472361809,0.758793969849246,0.843575418994413,0.821052631578947,0.783505154639175,0.984251968503937,0.838565022421525,0.817460317460317,0.751824817518248,0.708502024291498,0.718592964824121,0.778947368421053,0.764705882352941,0.797872340425532,0.875,0.841897233201581,0.828571428571429,0.761904761904762,0.651452282157676,0.641921397379913
"site_1078",0.939655172413793,0.966480446927374,1,1,0.498154981549816,0.43312101910828,0.587548638132296,0.836363636363636,0.851851851851852,0.956521739130435,0.979057591623037,0.9625,0.978947368421053,0.508928571428571,0.344594594594595,0.538461538461538,0.709251101321586,0.897196261682243,0.893877551020408,0.923404255319149,0.964285714285714,0.970443349753695,0.449275362318841,0.275720164609054,0.478260869565217,0.623931623931624,0.778761061946903,0.864978902953586,0.909090909090909,0.934579439252336,0.909836065573771,0,0.408071748878924,0.641255605381166,0.842105263157895,0.859154929577465,0.91219512195122,0.939393939393939,0.905511811023622,0.247863247863248,0.41025641025641,0.581395348837209,0.770491803278688,0.929292929292929,0.898305084745763,0.843137254901961,0.847222222222222,0.386861313868613,0.292682926829268,0.324200913242009,0.524752475247525,0.623076923076923,0.633699633699634,0.703703703703704,0.786259541984733,0.406113537117904,0.414634146341463,0.391941391941392,0.557894736842105,0.794392523364486,0.796747967479675,0.928934010152284,0.963414634146341,0.966292134831461,1,0.781990521327014,0.6875,0.841666666666667,0.939698492462312,0.988023952095808,0.977777777777778,0.987730061349693,0.669291338582677,0.84549356223176,0.890547263681592,0.930348258706468,0.955801104972376,0.96875,0.938775510204082,0.984496124031008,0.68,0.645669291338583,0.688405797101449,0.855421686746988,0.920398009950249,0.947916666666667,0.968253968253968,0.957894736842105,0.975308641975309,0.576470588235294,0.51417004048583,0.764150943396226,0.917695473251029,0.922077922077922
"site_1079",0.894736842105263,0.91025641025641,0.972413793103448,1,0.548387096774194,0.463917525773196,0.487179487179487,0.756345177664975,0.792746113989637,0.864734299516908,0.94047619047619,0.912408759124088,0.92814371257485,0.582089552238806,0.413919413919414,0.455357142857143,0.598039215686274,0.780104712041885,0.783783783783784,0.820754716981132,0.860696517412935,0.922222222222222,0.5,0.409090909090909,0.369565217391304,0.469194312796209,0.665024630541872,0.794392523364486,0.817258883248731,0.87434554973822,0.873303167420814,0.408071748878924,0,0.52,0.712574850299401,0.810526315789474,0.846153846153846,0.874285714285714,0.844155844155844,0.440758293838863,0.327014218009479,0.479166666666667,0.6625,0.84,0.784037558685446,0.767241379310345,0.788679245283019,0.553784860557769,0.488789237668161,0.397959183673469,0.497206703910615,0.544303797468354,0.648,0.678832116788321,0.765690376569038,0.572815533980582,0.479820627802691,0.464,0.564885496183206,0.81151832460733,0.757847533632287,0.919540229885057,0.943262411347518,0.948387096774194,1,0.75531914893617,0.682403433476395,0.815668202764977,0.875,0.944444444444444,0.961783439490446,0.942857142857143,0.696969696969697,0.761904761904762,0.831460674157303,0.865168539325843,0.936708860759494,0.928994082840237,0.930635838150289,1,0.663366336633663,0.601731601731602,0.691699604743083,0.79646017699115,0.876404494382023,0.893491124260355,0.927710843373494,0.92814371257485,0.971223021582734,0.551724137931034,0.446428571428571,0.682539682539683,0.845454545454545,0.836538461538462
"site_1080",0.779904306220096,0.794871794871795,0.903448275862069,0.981132075471698,0.685483870967742,0.621993127147766,0.478632478632479,0.573604060913706,0.606217616580311,0.729468599033816,0.797619047619048,0.81021897810219,0.892215568862275,0.711442786069652,0.58974358974359,0.5,0.450980392156863,0.581151832460733,0.621621621621622,0.679245283018868,0.751243781094527,0.788888888888889,0.728260869565217,0.672727272727273,0.521739130434783,0.355450236966825,0.497536945812808,0.570093457943925,0.644670050761421,0.717277486910995,0.665158371040724,0.641255605381166,0.52,0,0.532934131736527,0.589473684210526,0.648351648351648,0.691428571428571,0.696969696969697,0.696682464454976,0.5260663507109,0.395833333333333,0.4875,0.588571428571429,0.605633802816901,0.646551724137931,0.743396226415094,0.721115537848606,0.704035874439462,0.642857142857143,0.642458100558659,0.561181434599156,0.56,0.627737226277372,0.740585774058577,0.718446601941748,0.659192825112108,0.616,0.610687022900763,0.738219895287958,0.68609865470852,0.873563218390805,0.900709219858156,0.909677419354839,1,0.765957446808511,0.67381974248927,0.686635944700461,0.818181818181818,0.916666666666667,0.898089171974522,0.9,0.705627705627706,0.714285714285714,0.775280898876405,0.820224719101124,0.924050632911392,0.834319526627219,0.861271676300578,0.962264150943396,0.693069306930693,0.662337662337662,0.588932806324111,0.68141592920354,0.764044943820225,0.810650887573965,0.855421686746988,0.868263473053892,0.942446043165468,0.672413793103448,0.580357142857143,0.555555555555556,0.672727272727273,0.721153846153846
"site_1081",0.761363636363636,0.707317073170732,0.892857142857143,1,0.823255813953488,0.798449612403101,0.661691542288557,0.609756097560976,0.5875,0.71264367816092,0.733333333333333,0.769230769230769,0.791044776119403,0.821428571428571,0.816666666666667,0.633507853403141,0.590643274853801,0.544303797468354,0.576719576719577,0.631284916201117,0.702380952380952,0.782312925170068,0.814569536423841,0.850267379679144,0.788079470198676,0.629213483146067,0.482352941176471,0.558011049723757,0.573170731707317,0.708860759493671,0.691489361702128,0.842105263157895,0.712574850299401,0.532934131736527,0,0.605095541401274,0.570469798657718,0.71830985915493,0.747474747474748,0.842696629213483,0.764044943820225,0.647798742138365,0.669291338582677,0.661971830985915,0.677777777777778,0.748743718592965,0.844827586206897,0.889908256880734,0.873684210526316,0.828220858895706,0.808219178082192,0.715686274509804,0.76036866359447,0.767634854771784,0.825242718446602,0.872832369942196,0.821052631578947,0.824884792626728,0.790393013100437,0.822784810126582,0.757894736842105,0.843971631205674,0.87037037037037,0.918032786885246,1,0.870967741935484,0.81,0.728260869565217,0.762237762237762,0.855855855855856,0.887096774193548,0.88785046728972,0.818181818181818,0.76271186440678,0.710344827586207,0.751724137931034,0.872,0.794117647058823,0.814285714285714,0.945205479452055,0.822485207100592,0.757575757575758,0.672727272727273,0.626943005181347,0.724137931034483,0.735294117647059,0.834586466165414,0.835820895522388,0.867924528301887,0.819095477386935,0.738219895287958,0.602564102564103,0.689839572192513,0.657142857142857
"site_1082",0.758793969849246,0.767123287671233,0.881481481481482,1,0.831932773109244,0.850533807829182,0.651785714285714,0.614973262032086,0.60655737704918,0.725888324873096,0.683544303797468,0.795275590551181,0.78343949044586,0.863874345549738,0.847908745247148,0.710280373831776,0.639175257731959,0.580110497237569,0.518867924528302,0.475247524752475,0.654450261780105,0.729411764705882,0.862068965517241,0.885714285714286,0.781609195402299,0.641791044776119,0.575129533678757,0.431372549019608,0.508021390374332,0.569060773480663,0.554502369668246,0.859154929577465,0.810526315789474,0.589473684210526,0.605095541401274,0,0.5,0.612121212121212,0.610859728506787,0.900497512437811,0.800995024875622,0.67032967032967,0.626666666666667,0.539393939393939,0.497536945812808,0.657657657657658,0.701960784313725,0.883817427385892,0.868544600938967,0.838709677419355,0.869822485207101,0.744493392070485,0.725,0.689393939393939,0.77292576419214,0.918367346938776,0.868544600938967,0.825,0.801587301587302,0.834254143646409,0.821596244131455,0.890243902439024,0.908396946564885,0.917241379310345,0.978494623655914,0.876404494382023,0.775784753363229,0.768115942028985,0.843373493975904,0.940298507462687,0.904761904761905,0.876923076923077,0.83710407239819,0.82,0.797619047619048,0.80952380952381,0.891891891891892,0.836477987421384,0.852760736196319,0.9375,0.84375,0.773755656108597,0.679012345679012,0.703703703703704,0.761904761904762,0.836477987421384,0.846153846153846,0.885350318471338,0.937984496124031,0.792792792792793,0.738317757009346,0.664804469273743,0.714285714285714,0.676767676767677
"site_1083",0.68586387434555,0.782608695652174,0.826771653543307,0.954545454545455,0.904347826086957,0.882783882783883,0.75,0.597765363128492,0.645714285714286,0.661375661375661,0.64,0.747899159663866,0.718120805369127,0.912568306010929,0.866666666666667,0.728155339805825,0.666666666666667,0.53757225433526,0.431372549019608,0.525773195876289,0.617486338797814,0.592592592592593,0.91566265060241,0.881188118811881,0.819277108433735,0.66839378238342,0.589189189189189,0.540816326530612,0.452513966480447,0.526011560693642,0.438423645320197,0.91219512195122,0.846153846153846,0.648351648351648,0.570469798657718,0.5,0,0.439490445859873,0.530516431924883,0.927461139896373,0.854922279792746,0.747126436781609,0.690140845070423,0.56687898089172,0.476923076923077,0.616822429906542,0.676113360323887,0.905579399141631,0.91219512195122,0.865168539325843,0.863354037267081,0.789954337899543,0.78448275862069,0.7265625,0.719457013574661,0.893617021276596,0.892682926829268,0.879310344827586,0.860655737704918,0.872832369942196,0.814634146341463,0.871794871794872,0.91869918699187,0.927007299270073,1,0.929411764705882,0.841860465116279,0.768844221105528,0.810126582278481,0.920634920634921,0.884892086330935,0.918032786885246,0.877934272300469,0.833333333333333,0.775,0.7875,0.885714285714286,0.801324503311258,0.819354838709677,0.931818181818182,0.902173913043478,0.821596244131455,0.736170212765957,0.730769230769231,0.6625,0.788079470198676,0.810810810810811,0.838926174496644,0.900826446280992,0.878504672897196,0.815533980582524,0.695906432748538,0.653465346534653,0.652631578947368
"site_1084",0.695652173913043,0.801526717557252,0.816666666666667,0.975308641975309,0.89237668161435,0.879699248120301,0.760765550239234,0.674418604651163,0.678571428571429,0.747252747252747,0.692307692307692,0.714285714285714,0.774647887323944,0.920454545454545,0.870967741935484,0.78894472361809,0.709497206703911,0.626506024096386,0.593908629441624,0.636363636363636,0.727272727272727,0.703225806451613,0.924528301886792,0.907692307692308,0.861635220125786,0.731182795698925,0.696629213483146,0.608465608465608,0.581395348837209,0.578313253012048,0.479591836734694,0.939393939393939,0.874285714285714,0.691428571428571,0.71830985915493,0.612121212121212,0.439490445859873,0,0.524271844660194,0.946236559139785,0.838709677419355,0.784431137724551,0.733333333333333,0.64,0.595744680851064,0.545893719806763,0.675,0.920353982300885,0.929292929292929,0.859649122807018,0.857142857142857,0.792452830188679,0.768888888888889,0.742971887550201,0.775700934579439,0.94475138121547,0.888888888888889,0.866666666666667,0.831223628691983,0.867469879518072,0.838383838383838,0.89261744966443,0.931034482758621,0.938461538461538,1,0.901840490797546,0.846153846153846,0.791666666666667,0.814569536423841,0.932773109243697,0.878787878787879,0.91304347826087,0.883495145631068,0.827027027027027,0.816993464052288,0.816993464052288,0.909774436090226,0.833333333333333,0.837837837837838,0.950617283950617,0.887005649717514,0.844660194174757,0.763157894736842,0.761194029850746,0.790849673202614,0.777777777777778,0.829787234042553,0.845070422535211,0.912280701754386,0.864734299516908,0.819095477386935,0.731707317073171,0.764102564102564,0.715846994535519
"site_1085",0.75,0.828877005347594,0.863636363636364,0.985401459854015,0.885304659498208,0.863354037267081,0.788679245283019,0.736842105263158,0.714285714285714,0.697478991596639,0.738693467336683,0.785714285714286,0.777777777777778,0.879310344827586,0.842105263157895,0.819607843137255,0.702127659574468,0.648648648648649,0.612648221343874,0.621399176954732,0.646551724137931,0.677725118483412,0.897674418604651,0.904382470119522,0.86046511627907,0.743801652892562,0.726495726495726,0.583673469387755,0.596491228070175,0.522522522522523,0.492063492063492,0.905511811023622,0.844155844155844,0.696969696969697,0.747474747474748,0.610859728506787,0.530516431924883,0.524271844660194,0,0.917355371900826,0.851239669421488,0.811659192825112,0.74869109947644,0.601941747572815,0.475409836065574,0.437262357414449,0.506756756756757,0.907801418439716,0.905511811023622,0.885462555066079,0.866666666666667,0.753731343283582,0.701067615658363,0.567213114754098,0.637037037037037,0.924050632911392,0.874015748031496,0.814946619217082,0.774744027303754,0.873873873873874,0.834645669291339,0.882926829268293,0.883720930232558,0.935483870967742,1,0.89041095890411,0.825757575757576,0.798387096774194,0.816425120772947,0.908571428571429,0.872340425531915,0.91812865497076,0.885496183206107,0.867219917012448,0.818181818181818,0.808612440191388,0.862433862433862,0.84,0.833333333333333,0.985401459854015,0.879828326180258,0.847328244274809,0.774647887323944,0.766536964980545,0.751196172248804,0.83,0.847715736040609,0.858585858585859,0.941176470588235,0.863117870722434,0.858823529411765,0.772727272727273,0.729083665338645,0.723849372384937
"site_1096",0.927272727272727,0.952095808383233,1,1,0.55984555984556,0.490066225165563,0.648979591836735,0.855769230769231,0.852941176470588,0.944954128440367,0.977653631284916,0.959459459459459,0.97752808988764,0.556603773584906,0.401408450704225,0.608510638297872,0.748837209302326,0.900990099009901,0.879828326180258,0.901345291479821,0.962264150943396,0.968586387434555,0.528205128205128,0.324675324675325,0.517948717948718,0.675675675675676,0.766355140186916,0.866666666666667,0.903846153846154,0.930693069306931,0.913793103448276,0.247863247863248,0.440758293838863,0.696682464454976,0.842696629213483,0.900497512437811,0.927461139896373,0.946236559139785,0.917355371900826,0,0.414414414414414,0.655172413793103,0.812865497076023,0.935483870967742,0.875,0.868312757201646,0.847826086956522,0.320610687022901,0.316239316239316,0.333333333333333,0.557894736842105,0.612903225806452,0.647509578544061,0.698245614035088,0.752,0.410138248847926,0.41025641025641,0.440613026819923,0.56043956043956,0.861386138613861,0.846153846153846,0.935135135135135,0.960526315789474,0.963855421686747,1,0.819095477386935,0.770491803278688,0.868421052631579,0.914438502673797,0.961290322580645,0.976190476190476,0.960264900662252,0.743801652892562,0.855203619909502,0.936507936507937,0.936507936507937,0.964497041420118,0.955555555555556,0.945652173913043,0.982905982905983,0.737089201877934,0.727272727272727,0.765151515151515,0.881856540084388,0.925925925925926,0.955555555555556,0.954802259887006,0.943820224719101,0.973333333333333,0.62962962962963,0.565957446808511,0.78,0.922077922077922,0.936073059360731
"site_1097",0.881818181818182,0.92814371257485,0.948717948717949,1,0.513513513513513,0.516556291390728,0.502040816326531,0.778846153846154,0.794117647058823,0.871559633027523,0.899441340782123,0.945945945945946,0.955056179775281,0.575471698113208,0.429577464788732,0.48936170212766,0.646511627906977,0.801980198019802,0.819742489270386,0.820627802690583,0.905660377358491,0.947643979057592,0.507692307692308,0.411255411255411,0.446153846153846,0.531531531531532,0.644859813084112,0.786666666666667,0.836538461538462,0.831683168316832,0.801724137931034,0.41025641025641,0.327014218009479,0.5260663507109,0.764044943820225,0.800995024875622,0.854922279792746,0.838709677419355,0.851239669421488,0.414414414414414,0,0.477832512315271,0.684210526315789,0.817204301075269,0.776785714285714,0.744855967078189,0.760869565217391,0.534351145038168,0.495726495726496,0.410628019323671,0.484210526315789,0.516129032258065,0.540229885057471,0.649122807017544,0.712,0.52073732718894,0.512820512820513,0.494252873563218,0.538461538461538,0.782178217821782,0.752136752136752,0.891891891891892,0.947368421052632,0.939759036144578,1,0.758793969849246,0.663934426229508,0.763157894736842,0.871657754010695,0.961290322580645,0.952380952380952,0.920529801324503,0.685950413223141,0.755656108597285,0.851851851851852,0.873015873015873,0.952662721893491,0.933333333333333,0.923913043478261,0.982905982905983,0.671361502347418,0.619834710743802,0.651515151515151,0.772151898734177,0.883597883597884,0.911111111111111,0.92090395480226,0.932584269662921,0.973333333333333,0.580246913580247,0.480851063829787,0.72,0.844155844155844,0.835616438356164
"site_1098",0.850746268656716,0.918918918918919,0.985401459854015,1,0.641666666666667,0.625441696113074,0.539823008849557,0.682539682539683,0.718918918918919,0.849246231155779,0.9125,0.891472868217054,0.886792452830189,0.699481865284974,0.592452830188679,0.537037037037037,0.581632653061224,0.737704918032787,0.719626168224299,0.735294117647059,0.854922279792746,0.895348837209302,0.647727272727273,0.594339622641509,0.568181818181818,0.497536945812808,0.6,0.679611650485437,0.735449735449735,0.80327868852459,0.765258215962441,0.581395348837209,0.479166666666667,0.395833333333333,0.647798742138365,0.67032967032967,0.747126436781609,0.784431137724551,0.811659192825112,0.655172413793103,0.477832512315271,0,0.565789473684211,0.676646706586826,0.678048780487805,0.723214285714286,0.782101167315175,0.679012345679012,0.655813953488372,0.585106382978723,0.497076023391813,0.493449781659389,0.570247933884298,0.661654135338346,0.748917748917749,0.696969696969697,0.637209302325581,0.586776859504132,0.614173228346457,0.770491803278688,0.767441860465116,0.91566265060241,0.954887218045113,0.959183673469388,1,0.755555555555556,0.706666666666667,0.760765550239234,0.869047619047619,0.955882352941177,0.946308724832215,0.939393939393939,0.695067264573991,0.772277227722772,0.858823529411765,0.929411764705882,0.96,0.962732919254658,0.903030303030303,1,0.690721649484536,0.659192825112108,0.640816326530612,0.770642201834862,0.882352941176471,0.888198757763975,0.936708860759494,0.911949685534591,0.954198473282443,0.625,0.546296296296296,0.657458563535912,0.80188679245283,0.85
"site_1099",0.869822485207101,0.862068965517241,0.904761904761905,1,0.769230769230769,0.776892430278884,0.608247422680412,0.719745222929936,0.725490196078431,0.844311377245509,0.828125,0.896907216494845,0.921259842519685,0.813664596273292,0.776824034334764,0.66304347826087,0.585365853658537,0.682119205298013,0.747252747252747,0.802325581395349,0.826086956521739,0.885714285714286,0.791666666666667,0.833333333333333,0.680555555555556,0.543859649122807,0.570552147239264,0.724137931034483,0.732484076433121,0.774834437086093,0.756906077348066,0.770491803278688,0.6625,0.4875,0.669291338582677,0.626666666666667,0.690140845070423,0.733333333333333,0.74869109947644,0.812865497076023,0.684210526315789,0.565789473684211,0,0.644444444444444,0.653179190751445,0.697916666666667,0.76,0.848341232227488,0.846994535519126,0.769230769230769,0.741007194244604,0.6751269035533,0.704761904761905,0.709401709401709,0.798994974874372,0.831325301204819,0.846994535519126,0.79047619047619,0.711711711711712,0.788079470198676,0.792349726775956,0.925373134328358,0.920792079207921,0.930434782608696,1,0.837837837837838,0.761658031088083,0.774011299435028,0.897058823529412,0.942307692307692,0.931623931623932,0.92,0.81151832460733,0.776470588235294,0.797101449275362,0.840579710144927,0.898305084745763,0.906976744186046,0.909774436090226,1,0.777777777777778,0.706806282722513,0.690140845070423,0.78494623655914,0.826086956521739,0.875968992248062,0.904761904761905,0.937007874015748,0.939393939393939,0.75,0.684782608695652,0.664429530201342,0.744444444444444,0.797619047619048
"site_1100",0.75,0.801526717557252,0.883333333333333,1,0.910313901345291,0.894736842105263,0.760765550239234,0.720930232558139,0.738095238095238,0.78021978021978,0.72027972027972,0.785714285714286,0.788732394366197,0.920454545454545,0.879032258064516,0.798994974874372,0.754189944134078,0.626506024096386,0.644670050761421,0.625668449197861,0.727272727272727,0.729032258064516,0.924528301886792,0.917948717948718,0.874213836477987,0.709677419354839,0.662921348314607,0.587301587301587,0.604651162790698,0.626506024096386,0.622448979591837,0.929292929292929,0.84,0.588571428571429,0.661971830985915,0.539393939393939,0.56687898089172,0.64,0.601941747572815,0.935483870967742,0.817204301075269,0.676646706586826,0.644444444444444,0,0.521276595744681,0.594202898550725,0.708333333333333,0.884955752212389,0.939393939393939,0.894736842105263,0.818181818181818,0.679245283018868,0.697777777777778,0.662650602409639,0.728971962616822,0.933701657458563,0.888888888888889,0.822222222222222,0.789029535864979,0.879518072289157,0.828282828282828,0.879194630872483,0.862068965517241,0.892307692307692,1,0.914110429447853,0.826923076923077,0.822916666666667,0.827814569536424,0.882352941176471,0.863636363636364,0.895652173913044,0.883495145631068,0.837837837837838,0.803921568627451,0.869281045751634,0.879699248120301,0.888888888888889,0.837837837837838,0.975308641975309,0.898305084745763,0.825242718446602,0.754385964912281,0.771144278606965,0.790849673202614,0.847222222222222,0.801418439716312,0.859154929577465,0.912280701754386,0.864734299516908,0.829145728643216,0.780487804878049,0.743589743589744,0.737704918032787
"site_1101",0.765765765765766,0.775147928994083,0.886075949367089,0.983193277310924,0.846743295019157,0.842105263157895,0.740890688259109,0.704761904761905,0.679611650485437,0.736363636363636,0.701657458563536,0.76,0.788888888888889,0.897196261682243,0.853146853146853,0.780590717299578,0.714285714285714,0.647058823529412,0.557446808510638,0.528888888888889,0.719626168224299,0.72020725388601,0.908629441624365,0.854077253218884,0.817258883248731,0.705357142857143,0.62037037037037,0.60352422907489,0.6,0.627450980392157,0.52991452991453,0.898305084745763,0.784037558685446,0.605633802816901,0.677777777777778,0.497536945812808,0.476923076923077,0.595744680851064,0.475409836065574,0.875,0.776785714285714,0.678048780487805,0.653179190751445,0.521276595744681,0,0.493877551020408,0.597122302158273,0.871212121212121,0.88135593220339,0.827751196172249,0.84375,0.656,0.680608365019011,0.609756097560976,0.658730158730159,0.89041095890411,0.847457627118644,0.787072243346008,0.730909090909091,0.892156862745098,0.847457627118644,0.903743315508021,0.87012987012987,0.916666666666667,1,0.880597014925373,0.853658536585366,0.808695652173913,0.82010582010582,0.898089171974522,0.870588235294118,0.908496732026144,0.901639344262295,0.847533632286996,0.81151832460733,0.842931937172775,0.906432748538012,0.846153846153846,0.860215053763441,0.983193277310924,0.888372093023256,0.860655737704918,0.766917293233083,0.782426778242678,0.780104712041885,0.846153846153846,0.810055865921788,0.844444444444444,0.907894736842105,0.877551020408163,0.831223628691983,0.782178217821782,0.742489270386266,0.728506787330317
"site_1102",0.784232365145228,0.861702127659574,0.875706214689266,0.985507246376812,0.835714285714286,0.808049535603715,0.744360902255639,0.790393013100437,0.777777777777778,0.799163179916318,0.79,0.822485207100592,0.839195979899497,0.84549356223176,0.79672131147541,0.765625,0.728813559322034,0.739910313901345,0.68503937007874,0.655737704918033,0.759656652360515,0.783018867924528,0.861111111111111,0.833333333333333,0.814814814814815,0.679012345679012,0.702127659574468,0.658536585365854,0.668122270742358,0.659192825112108,0.58102766798419,0.843137254901961,0.767241379310345,0.646551724137931,0.748743718592965,0.657657657657658,0.616822429906542,0.545893719806763,0.437262357414449,0.868312757201646,0.744855967078189,0.723214285714286,0.697916666666667,0.594202898550725,0.493877551020408,0,0.414141414141414,0.84452296819788,0.850980392156863,0.780701754385965,0.800947867298578,0.657992565055762,0.602836879432624,0.509803921568627,0.527675276752767,0.848739495798319,0.796078431372549,0.730496453900709,0.673469387755102,0.856502242152466,0.819607843137255,0.932038834951456,0.942196531791908,0.946524064171123,1,0.863636363636364,0.79622641509434,0.823293172690763,0.836538461538462,0.954545454545455,0.894179894179894,0.918604651162791,0.847908745247148,0.834710743801653,0.838095238095238,0.866666666666667,0.926315789473684,0.880597014925373,0.882926829268293,1,0.829059829059829,0.779467680608365,0.782456140350877,0.813953488372093,0.847619047619048,0.850746268656716,0.888888888888889,0.889447236180904,0.953216374269006,0.825757575757576,0.7734375,0.791855203619909,0.80952380952381,0.783333333333333
